SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
GlymaLee.18G076600.1.p,18,8530607,0.381224812025578,0.0338101430429129,769,0.42203196051857,0.422611161946398,1,0.0668320192217706
GlymaLee.06G230500.1.p,6,46786660,0.401123966942151,0.40962288686606,769,0.42203196051857,0.422564461117023,1,-0.0419027249770405
GlymaLee.20G036200.1.p,20,10990898,0.402673589419288,0.0130039011703511,769,0.42203196051857,0.4225609647565,1,-0.101619164312254
UWASoyPan03233,22,224,0.423876001708631,0.0533159947984395,769,0.42203196051857,0.422515031469998,1,0.0561736531327246
GlymaLee.12G118000.1.p,12,16022091,0.427701539899437,0.00130039011703509,769,0.42203196051857,0.422507106823201,1,0.251143193131384
GlymaLee.07G059500.1.p,7,5847947,0.42914583766818,0.011703511053316,769,0.42203196051857,0.42250414267602,1,0.0915664344815212
GlymaLee.20G160000.1.p,20,45484513,0.434032358012484,0.00520156046814046,769,0.42203196051857,0.422494225076521,1,0.126159885917446
UWASoyPan00670,22,177,0.438704801466384,0.0676202860858258,769,0.42203196051857,0.422484899772841,1,0.0463898959123563
GlymaLee.06G229500.1.p,6,46668585,0.43968822824619,0.0156046814044213,769,0.42203196051857,0.422482956398115,1,-0.0793103546068679
GlymaLee.03G045600.1.p,3,7085900,0.439947102958755,0.100130039011703,769,0.42203196051857,0.422482445939015,1,-0.0441169322590369
GlymaLee.16G075000.1.p,16,10287565,0.442219714635819,0.00520156046814046,769,0.42203196051857,0.422477984471026,1,-0.127040878673967
GlymaLee.16G130800.1.p,16,33636259,0.443771368745733,0.0884265279583876,769,0.42203196051857,0.422474958606889,1,0.0430682643105342
GlymaLee.15G199500.1.p,15,46964277,0.444531820295855,0.253576072821847,769,0.42203196051857,0.422473481622676,1,0.0388895031047412
GlymaLee.06G230600.1.p,6,46799742,0.448204258930354,0.436931079323797,769,0.42203196051857,0.422466403605589,1,-0.0378283294264321
UWASoyPan00155,22,591,0.458167038259874,0.269180754226268,769,0.42203196051857,0.422447650001988,1,-0.035502800549386
UWASoyPan03402,22,532,0.476327159849902,0.397919375812744,769,0.42203196051857,0.422415079841179,1,-0.0331399190917772
GlymaLee.03G070600.1.p,3,27977340,0.487628329299099,0.0884265279583876,769,0.42203196051857,0.422395810369939,1,-0.0462390884476953
GlymaLee.06G228900.1.p,6,46534448,0.492160073682721,0.250975292587776,769,0.42203196051857,0.422388289538992,1,-0.0373117292633847
UWASoyPan00542,22,1252,0.494019488346157,0.00130039011703511,769,0.42203196051857,0.422385237083369,1,-0.214639425367251
UWASoyPan03230,22,272,0.498488682065446,0.0247074122236671,769,0.42203196051857,0.422377978822783,1,0.0612534884666487
GlymaLee.06G267900.1.p,6,51554381,0.49940270444079,0.0182054616384916,769,0.42203196051857,0.422376507922277,1,0.0631743806123026
GlymaLee.06G230700.1.p,6,46812230,0.499983979921682,0.00520156046814046,769,0.42203196051857,0.422375574871512,1,-0.110011452491392
UWASoyPan01253,22,473,0.524087858084867,0.223667100130039,769,0.42203196051857,0.422338460505516,1,0.0338057895821837
UWASoyPan00427,22,933,0.524541985076369,0.156046814044213,769,0.42203196051857,0.422337789960653,1,-0.033007160549996
GlymaLee.13G160100.1.p,13,30973637,0.527431520973524,0.00520156046814046,769,0.42203196051857,0.422333547494517,1,-0.105831041403917
GlymaLee.20G043600.1.p,20,20416633,0.537284830458348,0.00130039011703509,769,0.42203196051857,0.422319389389076,1,-0.19260846963914
GlymaLee.03G040000.1.p,3,5773934,0.554680471106151,0.0104031209362809,769,0.42203196051857,0.422295521962546,1,0.0695270264516665
UWASoyPan00725,22,576,0.582016568281393,0.106631989596879,769,0.42203196051857,0.422260766488004,1,-0.0304987109637018
GlymaLee.20G036300.1.p,20,10992199,0.589906247435856,0.0143042912873862,769,0.42203196051857,0.422251328706972,1,-0.0629304878984556
GlymaLee.20G036500.1.p,20,11048819,0.589906247435856,0.0143042912873862,769,0.42203196051857,0.422251328706972,1,-0.0629304878984556
GlymaLee.01G088400.1.p,1,39098160,0.592239869027669,0.0988296488946684,769,0.42203196051857,0.422248586309078,1,-0.0301244883163445
GlymaLee.07G070200.1.p,7,7130614,0.596498223685477,0.0806241872561768,769,0.42203196051857,0.42224363905614,1,-0.0303760785983513
UWASoyPan04314,22,261,0.601901394256872,0.0845253576072822,769,0.42203196051857,0.422237466688631,1,-0.0300931871200421
GlymaLee.08G283400.1.p,8,45036636,0.616606531941674,0.00130039011703509,769,0.42203196051857,0.422221249568571,1,-0.156361306372219
GlymaLee.16G111400.1.p,16,31003491,0.636912463258344,0.0143042912873862,769,0.42203196051857,0.422200205886065,1,-0.0516604058260413
UWASoyPan01973,22,270,0.64142863335624,0.219765929778934,769,0.42203196051857,0.422195731592446,1,-0.0243849797585449
GlymaLee.03G070700.1.p,3,28015986,0.646596702991105,0.0923276983094928,769,0.42203196051857,0.422190701191474,1,-0.0303038116041776
GlymaLee.18G081000.1.p,18,9207899,0.649171225984434,0.00520156046814046,769,0.42203196051857,0.422188230651129,1,0.0739248587575787
GlymaLee.18G175400.1.p,18,53767372,0.65176891736249,0.00390117035110538,769,0.42203196051857,0.422185761549023,1,0.0840940302380773
GlymaLee.07G060100.1.p,7,5995484,0.656266539216419,0.00130039011703509,769,0.42203196051857,0.422181542371723,1,0.14045776463638
GlymaLee.18G075700.1.p,18,8318081,0.664410087080745,0.0520156046814044,769,0.42203196051857,0.422174080946268,1,0.0290781054790052
GlymaLee.18G076300.1.p,18,8428804,0.686075263268792,0.046814044213264,769,0.42203196051857,0.422155319234113,1,-0.0275403210886189
GlymaLee.10G034600.1.p,10,3320931,0.69537824298702,0.0832249674902471,769,0.42203196051857,0.422147735418761,1,-0.0221635631598573
UWASoyPan01729,22,359,0.69612442184508,0.0377113133940182,769,0.42203196051857,0.42214713916286,1,0.0291407885650345
GlymaLee.03G042000.1.p,3,6150979,0.702298297026891,0.113133940182055,769,0.42203196051857,0.422142273565673,1,0.0212659547236385
UWASoyPan04211,22,750,0.705582541729009,0.00130039011703511,769,0.42203196051857,0.422139734251974,1,-0.119288979838155
UWASoyPan04912,22,188,0.705582541729009,0.00130039011703511,769,0.42203196051857,0.422139734251974,1,-0.119288979838155
GlymaLee.16G111500.1.p,16,31012672,0.717080395255858,0.0390117035110533,769,0.42203196051857,0.422131108789021,1,0.0289398232959854
GlymaLee.03G038500.1.p,3,5611702,0.719971604819396,0.00260078023407018,769,0.42203196051857,0.422129003881093,1,-0.0815732030503113
GlymaLee.16G175900.1.p,16,38505422,0.720810264819804,0.0156046814044213,769,0.42203196051857,0.422128398074449,1,0.0357026771722033
GlymaLee.03G037900.1.p,3,5537134,0.72222278258725,0.00130039011703509,769,0.42203196051857,0.422127382574074,1,-0.110952675417252
GlymaLee.18G081100.1.p,18,9244416,0.732810623599212,0.011703511053316,769,0.42203196051857,0.422119962306918,1,-0.0385026150949699
GlymaLee.19G105700.1.p,19,41330334,0.735421287026179,0.0104031209362809,769,0.42203196051857,0.422118184206649,1,0.0398330409461209
GlymaLee.18G227000.1.p,18,58850534,0.757309418388213,0.00390117035110538,769,0.42203196051857,0.422104062587832,1,-0.0566878125368362
GlymaLee.15G199200.1.p,15,46802755,0.764206679855795,0.237971391417425,769,0.42203196051857,0.422099898853264,1,-0.0154321367156474
GlymaLee.15G198600.1.p,15,46360913,0.783494270984926,0.204161248374512,769,0.42203196051857,0.422088965594933,1,-0.0135838733521023
GlymaLee.18G226900.1.p,18,58839992,0.786304381739121,0.0104031209362809,769,0.42203196051857,0.422087458781566,1,-0.0318360324117322
UWASoyPan01330,22,494,0.787641043801987,0.260078023407022,769,0.42203196051857,0.422086749650496,1,-0.0155117923578878
GlymaLee.13G160200.1.p,13,31003814,0.79047688248148,0.00650195058517555,769,0.42203196051857,0.42208526134829,1,-0.0401564500180314
GlymaLee.03G045500.1.p,3,7060057,0.791449855812829,0.422626788036411,769,0.42203196051857,0.422084755768418,1,-0.0129078769409752
UWASoyPan02043,22,381,0.797113892664507,0.128738621586476,769,0.42203196051857,0.422081863665324,1,-0.0140362846273048
UWASoyPan00202,22,273,0.798402799489392,0.370611183355006,769,0.42203196051857,0.422081217670194,1,-0.013384115569437
GlymaLee.06G229900.1.p,6,46723582,0.816763468301847,0.00130039011703509,769,0.42203196051857,0.422072498556287,1,-0.0742391212875191
GlymaLee.03G042100.1.p,3,6157517,0.817238763014976,0.343302990897269,769,0.42203196051857,0.422072284740146,1,-0.0111143358301167
GlymaLee.03G045900.1.p,3,7388482,0.829436835494913,0.365409622886866,769,0.42203196051857,0.42206700017724,1,-0.0125422527138213
UWASoyPan03336,22,248,0.834758580383688,0.17815344603381,769,0.42203196051857,0.422064816176452,1,-0.0111640106825135
GlymaLee.16G175500.1.p,16,38489349,0.837616109030398,0.143042912873862,769,0.42203196051857,0.422063673713512,1,0.0104664850347156
GlymaLee.17G162900.1.p,17,20631792,0.890982775372914,0.00130039011703509,769,0.42203196051857,0.42204614424869,1,0.0431002951925166
GlymaLee.06G229100.1.p,6,46555554,0.894287519128773,0.378413524057217,769,0.42203196051857,0.422045292339888,1,-0.00655460582279499
UWASoyPan05312,22,248,0.89848042686848,0.093628088426528,769,0.42203196051857,0.42204425009026,1,0.0072189709560897
GlymaLee.03G045400.1.p,3,7010015,0.903338976443092,0.0208062418725617,769,0.42203196051857,0.422043096250187,1,-0.0107938719274756
GlymaLee.06G232600.1.p,6,47173084,0.904987765873984,0.0676202860858257,769,0.42203196051857,0.42204271779857,1,-0.00759582705455131
GlymaLee.18G075900.1.p,18,8369951,0.910299098908557,0.0104031209362809,769,0.42203196051857,0.422041543747928,1,-0.0138409526492183
UWASoyPan01876,22,352,0.912190217681083,0.154746423927178,769,0.42203196051857,0.422041142302701,1,-0.00653567935103139
GlymaLee.14G022200.1.p,14,1797051,0.912319156100003,0.0169050715214565,769,0.42203196051857,0.422041115248358,1,-0.0107137813886737
GlymaLee.16G176600.1.p,16,38559905,0.914798936443155,0.00130039011703509,769,0.42203196051857,0.422040602788484,1,-0.0352128477788938
GlymaLee.16G176700.1.p,16,38562059,0.914798936443155,0.00130039011703509,769,0.42203196051857,0.422040602788484,1,-0.0352128477788938
UWASoyPan03261,22,320,0.927150309677337,0.401820546163849,769,0.42203196051857,0.42203827221463,1,-0.0042042389000283
GlymaLee.06G232800.1.p,6,47279730,0.941914778680767,0.482444733420026,769,0.42203196051857,0.422035969000078,1,-0.00361916895864933
UWASoyPan00953,22,399,0.946071300015085,0.327698309492848,769,0.42203196051857,0.422035414994168,1,0.00312908497493236
UWASoyPan00043,22,467,0.968679539554425,0.0572171651495449,769,0.42203196051857,0.422033124533787,1,-0.00266401243006142
GlymaLee.15G198800.1.p,15,46378414,0.9732990615437,0.00390117035110538,769,0.42203196051857,0.422032806370454,1,-0.00628127298125492
GlymaLee.06G229300.1.p,6,46582039,0.976396989819098,0.488946684005202,769,0.42203196051857,0.422032621425843,1,0.00143996552862191
UWASoyPan00326,22,266,0.982079397476256,0.184655396618986,769,0.42203196051857,0.422032341459097,1,-0.00120865808067716
GlymaLee.06G233000.1.p,6,47349640,0.992987489988437,0.00130039011703509,769,0.42203196051857,0.422032018841183,1,-0.00282066577312889
UWASoyPan01418,22,410,0.995117888590311,0.323797139141743,769,0.42203196051857,0.422031988786863,1,-0.000329039838835143
GlymaLee.01G010200.1.p,1,1052502,1,0,769,NA,NA,1,NA
GlymaLee.01G010400.1.p,1,1063378,1,0,769,NA,NA,1,NA
GlymaLee.01G011700.1.p,1,1194202,1,0,769,NA,NA,1,NA
GlymaLee.01G012500.1.p,1,1261953,1,0,769,NA,NA,1,NA
GlymaLee.01G030300.1.p,1,3459549,1,0,769,NA,NA,1,NA
GlymaLee.01G030700.1.p,1,3514880,1,0,769,NA,NA,1,NA
GlymaLee.01G031000.1.p,1,3587211,1,0,769,NA,NA,1,NA
GlymaLee.01G032700.1.p,1,3777483,1,0,769,NA,NA,1,NA
GlymaLee.01G033000.1.p,1,3832299,1,0,769,NA,NA,1,NA
GlymaLee.01G036000.1.p,1,4285304,1,0,769,NA,NA,1,NA
GlymaLee.01G042800.1.p,1,5563614,1,0,769,NA,NA,1,NA
GlymaLee.01G056700.1.p,1,10323026,1,0,769,NA,NA,1,NA
GlymaLee.01G088500.1.p,1,39116433,1,0,769,NA,NA,1,NA
GlymaLee.01G097800.1.p,1,44981654,1,0,769,NA,NA,1,NA
GlymaLee.01G097900.1.p,1,45063558,1,0,769,NA,NA,1,NA
GlymaLee.01G099000.1.p,1,45274788,1,0,769,NA,NA,1,NA
GlymaLee.01G099900.1.p,1,45633579,1,0,769,NA,NA,1,NA
GlymaLee.01G115200.1.p,1,50317610,1,0,769,NA,NA,1,NA
GlymaLee.01G136600.1.p,1,52655530,1,0,769,NA,NA,1,NA
GlymaLee.01G148500.1.p,1,53688369,1,0,769,NA,NA,1,NA
GlymaLee.01G148600.1.p,1,53694110,1,0,769,NA,NA,1,NA
GlymaLee.01G182700.1.p,1,56841248,1,0,769,NA,NA,1,NA
GlymaLee.02G021300.1.p,2,2167966,1,0,769,NA,NA,1,NA
GlymaLee.02G021400.1.p,2,2172118,1,0,769,NA,NA,1,NA
GlymaLee.02G021500.1.p,2,2174370,1,0,769,NA,NA,1,NA
GlymaLee.02G021600.1.p,2,2177214,1,0,769,NA,NA,1,NA
GlymaLee.02G023600.1.p,2,2377776,1,0,769,NA,NA,1,NA
GlymaLee.02G027300.1.p,2,2796431,1,0,769,NA,NA,1,NA
GlymaLee.02G027800.1.p,2,2848946,1,0,769,NA,NA,1,NA
GlymaLee.02G029800.1.p,2,3075893,1,0,769,NA,NA,1,NA
GlymaLee.02G029900.1.p,2,3079291,1,0,769,NA,NA,1,NA
GlymaLee.02G038400.1.p,2,3985481,1,0,769,NA,NA,1,NA
GlymaLee.02G100000.1.p,2,11284149,1,0,769,NA,NA,1,NA
GlymaLee.02G158100.1.p,2,35635189,1,0,769,NA,NA,1,NA
GlymaLee.02G187800.1.p,2,44845498,1,0,769,NA,NA,1,NA
GlymaLee.02G242900.1.p,2,50472624,1,0,769,NA,NA,1,NA
GlymaLee.02G243000.1.p,2,50483302,1,0,769,NA,NA,1,NA
GlymaLee.02G248800.1.p,2,50924912,1,0,769,NA,NA,1,NA
GlymaLee.02G248900.1.p,2,50927774,1,0,769,NA,NA,1,NA
GlymaLee.03G031000.1.p,3,4154508,1,0,769,NA,NA,1,NA
GlymaLee.03G032400.1.p,3,4435347,1,0,769,NA,NA,1,NA
GlymaLee.03G032600.1.p,3,4462063,1,0,769,NA,NA,1,NA
GlymaLee.03G032800.1.p,3,4486697,1,0,769,NA,NA,1,NA
GlymaLee.03G032900.1.p,3,4505695,1,0,769,NA,NA,1,NA
GlymaLee.03G033000.1.p,3,4558277,1,0,769,NA,NA,1,NA
GlymaLee.03G034100.1.p,3,4810603,1,0,769,NA,NA,1,NA
GlymaLee.03G034300.1.p,3,4840460,1,0,769,NA,NA,1,NA
GlymaLee.03G037200.1.p,3,5451110,1,0,769,NA,NA,1,NA
GlymaLee.03G037400.1.p,3,5465533,1,0,769,NA,NA,1,NA
GlymaLee.03G037600.1.p,3,5480531,1,0,769,NA,NA,1,NA
GlymaLee.03G037800.1.p,3,5503441,1,0,769,NA,NA,1,NA
GlymaLee.03G038100.1.p,3,5563744,1,0,769,NA,NA,1,NA
GlymaLee.03G038300.1.p,3,5588253,1,0,769,NA,NA,1,NA
GlymaLee.03G038800.1.p,3,5637678,1,0,769,NA,NA,1,NA
GlymaLee.03G039000.1.p,3,5651400,1,0,769,NA,NA,1,NA
GlymaLee.03G039200.1.p,3,5665320,1,0,769,NA,NA,1,NA
GlymaLee.03G039400.1.p,3,5680735,1,0,769,NA,NA,1,NA
GlymaLee.03G039500.1.p,3,5733082,1,0,769,NA,NA,1,NA
GlymaLee.03G039700.1.p,3,5751918,1,0,769,NA,NA,1,NA
GlymaLee.03G040100.1.p,3,5804238,1,0,769,NA,NA,1,NA
GlymaLee.03G040900.1.p,3,5971326,1,0,769,NA,NA,1,NA
GlymaLee.03G041400.1.p,3,6062129,1,0,769,NA,NA,1,NA
GlymaLee.03G041800.1.p,3,6104573,1,0,769,NA,NA,1,NA
GlymaLee.03G042400.1.p,3,6211283,1,0,769,NA,NA,1,NA
GlymaLee.03G042500.1.p,3,6226108,1,0,769,NA,NA,1,NA
GlymaLee.03G042700.1.p,3,6250576,1,0,769,NA,NA,1,NA
GlymaLee.03G045200.1.p,3,6929561,1,0,769,NA,NA,1,NA
GlymaLee.03G061600.1.p,3,20107010,1,0,769,NA,NA,1,NA
GlymaLee.03G061700.1.p,3,20185367,1,0,769,NA,NA,1,NA
GlymaLee.03G063600.1.p,3,20705374,1,0,769,NA,NA,1,NA
GlymaLee.03G070200.1.p,3,27843327,1,0,769,NA,NA,1,NA
GlymaLee.03G070300.1.p,3,27850455,1,0,769,NA,NA,1,NA
GlymaLee.03G106900.1.p,3,37417116,1,0,769,NA,NA,1,NA
GlymaLee.04G100300.1.p,4,12354255,1,0,769,NA,NA,1,NA
GlymaLee.04G106500.1.p,4,16155413,1,0,769,NA,NA,1,NA
GlymaLee.04G114600.1.p,4,20940413,1,0,769,NA,NA,1,NA
GlymaLee.04G180300.1.p,4,50366582,1,0,769,NA,NA,1,NA
GlymaLee.05G006600.1.p,5,674490,1,0,769,NA,NA,1,NA
GlymaLee.05G044700.1.p,5,4317947,1,0,769,NA,NA,1,NA
GlymaLee.05G074800.1.p,5,17112562,1,0,769,NA,NA,1,NA
GlymaLee.05G075000.1.p,5,17417131,1,0,769,NA,NA,1,NA
GlymaLee.05G075100.1.p,5,17431118,1,0,769,NA,NA,1,NA
GlymaLee.05G141100.1.p,5,36828213,1,0,769,NA,NA,1,NA
GlymaLee.05G141200.1.p,5,36849428,1,0,769,NA,NA,1,NA
GlymaLee.05G180500.1.p,5,40385723,1,0,769,NA,NA,1,NA
GlymaLee.06G065700.1.p,6,5804395,1,0,769,NA,NA,1,NA
GlymaLee.06G134700.1.p,6,12243059,1,0,769,NA,NA,1,NA
GlymaLee.06G154900.1.p,6,14310847,1,0,769,NA,NA,1,NA
GlymaLee.06G210500.1.p,6,39789762,1,0,769,NA,NA,1,NA
GlymaLee.06G215900.1.p,6,42620765,1,0,769,NA,NA,1,NA
GlymaLee.06G221200.1.p,6,44269195,1,0,769,NA,NA,1,NA
GlymaLee.06G222300.1.p,6,44764891,1,0,769,NA,NA,1,NA
GlymaLee.06G222400.1.p,6,44772415,1,0,769,NA,NA,1,NA
GlymaLee.06G222600.1.p,6,44799304,1,0,769,NA,NA,1,NA
GlymaLee.06G224900.1.p,6,45656875,1,0,769,NA,NA,1,NA
GlymaLee.06G225200.1.p,6,45687123,1,0,769,NA,NA,1,NA
GlymaLee.06G225500.1.p,6,45787117,1,0,769,NA,NA,1,NA
GlymaLee.06G225900.1.p,6,45819631,1,0,769,NA,NA,1,NA
GlymaLee.06G226600.1.p,6,46071900,1,0,769,NA,NA,1,NA
GlymaLee.06G226700.1.p,6,46115672,1,0,769,NA,NA,1,NA
GlymaLee.06G226900.1.p,6,46185376,1,0,769,NA,NA,1,NA
GlymaLee.06G227000.1.p,6,46209758,1,0,769,NA,NA,1,NA
GlymaLee.06G228700.1.p,6,46517229,1,0,769,NA,NA,1,NA
GlymaLee.06G228800.1.p,6,46527925,1,0,769,NA,NA,1,NA
GlymaLee.06G229600.1.p,6,46698045,1,0,769,NA,NA,1,NA
GlymaLee.06G231000.1.p,6,46871644,1,0,769,NA,NA,1,NA
GlymaLee.06G231200.1.p,6,46893441,1,0,769,NA,NA,1,NA
GlymaLee.06G232700.1.p,6,47180056,1,0,769,NA,NA,1,NA
GlymaLee.06G233100.1.p,6,47355671,1,0,769,NA,NA,1,NA
GlymaLee.06G245700.1.p,6,48987563,1,0,769,NA,NA,1,NA
GlymaLee.06G266800.1.p,6,51426995,1,0,769,NA,NA,1,NA
GlymaLee.06G267800.1.p,6,51542518,1,0,769,NA,NA,1,NA
GlymaLee.06G268000.1.p,6,51560746,1,0,769,NA,NA,1,NA
GlymaLee.06G271900.1.p,6,52031371,1,0,769,NA,NA,1,NA
GlymaLee.06G274000.1.p,6,52237703,1,0,769,NA,NA,1,NA
GlymaLee.06G276900.1.p,6,52511407,1,0,769,NA,NA,1,NA
GlymaLee.07G007100.1.p,7,590004,1,0,769,NA,NA,1,NA
GlymaLee.07G034100.1.p,7,3091885,1,0,769,NA,NA,1,NA
GlymaLee.07G058000.1.p,7,5651677,1,0,769,NA,NA,1,NA
GlymaLee.07G058200.1.p,7,5681620,1,0,769,NA,NA,1,NA
GlymaLee.07G058700.1.p,7,5732405,1,0,769,NA,NA,1,NA
GlymaLee.07G059300.1.p,7,5796034,1,0,769,NA,NA,1,NA
GlymaLee.07G059600.1.p,7,5875743,1,0,769,NA,NA,1,NA
GlymaLee.07G060500.1.p,7,6058981,1,0,769,NA,NA,1,NA
GlymaLee.07G060700.1.p,7,6105953,1,0,769,NA,NA,1,NA
GlymaLee.07G060900.1.p,7,6147155,1,0,769,NA,NA,1,NA
GlymaLee.07G062700.1.p,7,6366682,1,0,769,NA,NA,1,NA
GlymaLee.07G071900.1.p,7,7359820,1,0,769,NA,NA,1,NA
GlymaLee.07G072200.1.p,7,7399371,1,0,769,NA,NA,1,NA
GlymaLee.07G109600.1.p,7,14869276,1,0,769,NA,NA,1,NA
GlymaLee.07G162300.1.p,7,37687600,1,0,769,NA,NA,1,NA
GlymaLee.07G165000.1.p,7,37986467,1,0,769,NA,NA,1,NA
GlymaLee.08G007100.1.p,8,619445,1,0,769,NA,NA,1,NA
GlymaLee.08G015100.1.p,8,1298034,1,0,769,NA,NA,1,NA
GlymaLee.08G109900.1.p,8,9311239,1,0,769,NA,NA,1,NA
GlymaLee.08G110100.1.p,8,9320987,1,0,769,NA,NA,1,NA
GlymaLee.08G114200.1.p,8,9615537,1,0,769,NA,NA,1,NA
GlymaLee.08G114400.1.p,8,9633143,1,0,769,NA,NA,1,NA
GlymaLee.08G148400.1.p,8,12617345,1,0,769,NA,NA,1,NA
GlymaLee.08G179300.1.p,8,15834035,1,0,769,NA,NA,1,NA
GlymaLee.08G237000.1.p,8,23933642,1,0,769,NA,NA,1,NA
GlymaLee.08G263100.1.p,8,42205298,1,0,769,NA,NA,1,NA
GlymaLee.08G264200.1.p,8,42343082,1,0,769,NA,NA,1,NA
GlymaLee.08G264300.1.p,8,42346170,1,0,769,NA,NA,1,NA
GlymaLee.08G264400.1.p,8,42368363,1,0,769,NA,NA,1,NA
GlymaLee.08G269300.1.p,8,43260476,1,0,769,NA,NA,1,NA
