SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
UWASoyPan01876,22,352,0.324650630845037,0.2,75,0.0161275679467936,0.0292016685678115,1,-0.234878171915924
GlymaLee.16G111100.1.p,16,30967558,0.326530504411953,0.0933333333333334,75,0.0161275679467936,0.0290997873867136,1,-0.293364463437133
GlymaLee.01G088400.1.p,1,39098160,0.340943177229268,0.12,75,0.0161275679467936,0.0283441030886598,1,0.24901024074045
UWASoyPan03340,22,887,0.372760785634336,0.346666666666667,75,0.0161275679467936,0.0268211152483211,1,0.174253932356495
UWASoyPan03261,22,320,0.386753006270369,0.44,75,0.0161275679467936,0.0262080113258945,1,0.162445250445211
UWASoyPan00975,22,499,0.396593321915248,0.266666666666667,75,0.0161275679467936,0.02579562500691,1,-0.171743836302327
UWASoyPan04354,22,277,0.397301549836269,0.0533333333333333,75,0.0161275679467936,0.0257665191661774,1,-0.309819023609534
GlymaLee.16G111400.1.p,16,31003491,0.413263428591962,0.0133333333333333,75,0.0161275679467936,0.0251301410172278,1,-0.608811919133387
GlymaLee.06G230500.1.p,6,46786660,0.435182372779182,0.24,75,0.0161275679467936,0.0243138791996568,1,0.171650112262298
UWASoyPan00251,22,452,0.457734348884551,0.2,75,0.0161275679467936,0.0235376325128243,1,0.168222797406633
UWASoyPan01729,22,359,0.477833272068145,0.0266666666666667,75,0.0161275679467936,0.0228954312741416,1,-0.368361158023128
GlymaLee.07G070200.1.p,7,7130614,0.479514812442171,0.0933333333333334,75,0.0161275679467936,0.022843698478398,1,-0.204832920112851
GlymaLee.03G070600.1.p,3,27977340,0.484858106548634,0.0533333333333333,75,0.0161275679467936,0.0226812856056172,1,0.266828710094234
GlymaLee.06G229100.1.p,6,46555554,0.508836072915396,0.493333333333333,75,0.0161275679467936,0.0219880364101239,1,0.132102600652295
UWASoyPan00427,22,933,0.517124081679529,0.106666666666667,75,0.0161275679467936,0.0217613391330997,1,0.185723379368655
UWASoyPan02799,22,488,0.554501936633479,0.173333333333333,75,0.0161275679467936,0.0208150814946748,1,-0.137216916502652
GlymaLee.14G022200.1.p,14,1797051,0.561394223395717,0.0266666666666666,75,0.0161275679467936,0.0206534390310389,1,-0.296400386456575
GlymaLee.15G199300.1.p,15,46823772,0.565994634142341,0.133333333333333,75,0.0161275679467936,0.0205476596656521,1,0.149957066778965
UWASoyPan00670,22,177,0.571034443078089,0.0533333333333333,75,0.0161275679467936,0.0204336859317138,1,-0.207408801805681
GlymaLee.15G199500.1.p,15,46964277,0.576777581537213,0.266666666666667,75,0.0161275679467936,0.0203062026801336,1,-0.117190044717415
UWASoyPan02043,22,381,0.586666585908059,0.12,75,0.0161275679467936,0.0200925527674617,1,0.151084272885547
GlymaLee.01G030900.1.p,1,3567950,0.606585960032046,0.466666666666667,75,0.0161275679467936,0.0196839638316186,1,-0.0946819031617143
UWASoyPan01320,22,297,0.615679145613267,0.373333333333333,75,0.0161275679467936,0.0195067726961754,1,0.0962644647780087
GlymaLee.16G175600.1.p,16,38496432,0.649455602555248,0.12,75,0.0161275679467936,0.0188970790423461,1,-0.119874090144521
UWASoyPan00005,22,296,0.665298006769772,0.186666666666667,75,0.0161275679467936,0.0186361888431827,1,-0.104961568671497
UWASoyPan03402,22,532,0.71089248804413,0.48,75,0.0161275679467936,0.017968504259513,1,0.0695945634270987
GlymaLee.18G081100.1.p,18,9244416,0.715986545979121,0.0266666666666666,75,0.0161275679467936,0.0179012247996682,1,0.189739382642301
UWASoyPan00772,22,326,0.719415052527556,0.186666666666667,75,0.0161275679467936,0.0178567421062489,1,-0.0848693501128164
UWASoyPan05095,22,299,0.724085660239932,0.0133333333333333,75,0.0161275679467936,0.0177971700331536,1,-0.247810521499174
UWASoyPan00326,22,266,0.724899855293934,0.293333333333333,75,0.0161275679467936,0.0177869057171741,1,-0.0732383464428721
UWASoyPan01418,22,410,0.732333999484046,0.48,75,0.0161275679467936,0.0176948271311441,1,-0.0684683119914418
GlymaLee.06G232800.1.p,6,47279730,0.765177770077761,0.386666666666667,75,0.0161275679467936,0.0173226160394774,1,-0.0582600035577805
GlymaLee.07G060000.1.p,7,5946726,0.771648071666527,0.04,75,0.0161275679467936,0.0172557722372757,1,-0.124340596860563
GlymaLee.06G229300.1.p,6,46582039,0.777824054386381,0.413333333333333,75,0.0161275679467936,0.0171939129275644,1,-0.0574920469245441
GlymaLee.07G059500.1.p,7,5847947,0.787125095734647,0.0133333333333333,75,0.0161275679467936,0.0171042974636084,1,0.185926576469782
GlymaLee.07G059800.1.p,7,5914021,0.787125095734647,0.0133333333333333,75,0.0161275679467936,0.0171042974636084,1,0.185926576469782
UWASoyPan00155,22,591,0.806811684875632,0.28,75,0.0161275679467936,0.0169284427796897,1,-0.0504401877186407
GlymaLee.13G049500.1.p,13,17537148,0.808612747665142,0.0666666666666667,75,0.0161275679467936,0.0169132792721469,1,0.0841741479350624
UWASoyPan00725,22,576,0.810655804632015,0.16,75,0.0161275679467936,0.0168962641860892,1,0.0581607073756434
UWASoyPan02496,22,266,0.823830918369466,0.333333333333333,75,0.0161275679467936,0.0167912498679192,1,-0.0460320985572125
UWASoyPan01253,22,473,0.823880070011094,0.24,75,0.0161275679467936,0.0167908732784257,1,-0.0517337139295146
GlymaLee.16G175500.1.p,16,38489349,0.832317286070618,0.133333333333333,75,0.0161275679467936,0.016727887648643,1,-0.0535705594092111
UWASoyPan04967,22,265,0.86846680943312,0.0666666666666667,75,0.0161275679467936,0.0164947802476203,1,0.0554550190148697
UWASoyPan05312,22,248,0.873581825741363,0.186666666666667,75,0.0161275679467936,0.0164665330188303,1,0.036017869755065
UWASoyPan04314,22,261,0.880356908140042,0.08,75,0.0161275679467936,0.0164309006603395,1,-0.0482254034499996
UWASoyPan00043,22,467,0.896940477367945,0.0666666666666667,75,0.0161275679467936,0.0163521908156175,1,0.0448924432703661
GlymaLee.03G040000.1.p,3,5773934,0.904356207069229,0.0266666666666666,75,0.0161275679467936,0.0163208744327179,1,-0.0612228306007907
GlymaLee.20G036200.1.p,20,10990898,0.905542172683363,0.0133333333333333,75,0.0161275679467936,0.0163160873344593,1,0.0840148440567674
GlymaLee.16G111300.1.p,16,30996392,0.950084937905898,0.16,75,0.0161275679467936,0.0161800297946199,1,0.0158600794175765
GlymaLee.03G070700.1.p,3,28015986,0.958538728023074,0.0666666666666667,75,0.0161275679467936,0.0161637493985345,1,0.0181484685690414
GlymaLee.16G111500.1.p,16,31012672,0.982056179757509,0.0933333333333334,75,0.0161275679467936,0.0161343397766222,1,-0.0068848423945731
UWASoyPan01530,22,288,0.991804639324327,0.413333333333333,75,0.0161275679467936,0.0161289803321553,1,0.00192796884200508
UWASoyPan03336,22,248,0.992910830439921,0.08,75,0.0161275679467936,0.0161286247737161,1,-0.0028380459057189
GlymaLee.15G198600.1.p,15,46360913,0.999520826687761,0.0533333333333333,75,0.0161275679467936,0.0161275727750103,1,-0.000219244398905971
GlymaLee.01G010200.1.p,1,1052502,1,0,75,NA,NA,1,NA
GlymaLee.01G010400.1.p,1,1063378,1,0,75,NA,NA,1,NA
GlymaLee.01G011700.1.p,1,1194202,1,0,75,NA,NA,1,NA
GlymaLee.01G012500.1.p,1,1261953,1,0,75,NA,NA,1,NA
GlymaLee.01G030300.1.p,1,3459549,1,0,75,NA,NA,1,NA
GlymaLee.01G030700.1.p,1,3514880,1,0,75,NA,NA,1,NA
GlymaLee.01G030800.1.p,1,3542206,1,0,75,NA,NA,1,NA
GlymaLee.01G031000.1.p,1,3587211,1,0,75,NA,NA,1,NA
GlymaLee.01G032700.1.p,1,3777483,1,0,75,NA,NA,1,NA
GlymaLee.01G033000.1.p,1,3832299,1,0,75,NA,NA,1,NA
GlymaLee.01G036000.1.p,1,4285304,1,0,75,NA,NA,1,NA
GlymaLee.01G042800.1.p,1,5563614,1,0,75,NA,NA,1,NA
GlymaLee.01G056700.1.p,1,10323026,1,0,75,NA,NA,1,NA
GlymaLee.01G088500.1.p,1,39116433,1,0,75,NA,NA,1,NA
GlymaLee.01G097800.1.p,1,44981654,1,0,75,NA,NA,1,NA
GlymaLee.01G097900.1.p,1,45063558,1,0,75,NA,NA,1,NA
GlymaLee.01G099000.1.p,1,45274788,1,0,75,NA,NA,1,NA
GlymaLee.01G099900.1.p,1,45633579,1,0,75,NA,NA,1,NA
GlymaLee.01G115200.1.p,1,50317610,1,0,75,NA,NA,1,NA
GlymaLee.01G136600.1.p,1,52655530,1,0,75,NA,NA,1,NA
GlymaLee.01G148500.1.p,1,53688369,1,0,75,NA,NA,1,NA
GlymaLee.01G148600.1.p,1,53694110,1,0,75,NA,NA,1,NA
GlymaLee.01G182700.1.p,1,56841248,1,0,75,NA,NA,1,NA
GlymaLee.02G021300.1.p,2,2167966,1,0,75,NA,NA,1,NA
GlymaLee.02G021400.1.p,2,2172118,1,0,75,NA,NA,1,NA
GlymaLee.02G021500.1.p,2,2174370,1,0,75,NA,NA,1,NA
GlymaLee.02G021600.1.p,2,2177214,1,0,75,NA,NA,1,NA
GlymaLee.02G023600.1.p,2,2377776,1,0,75,NA,NA,1,NA
GlymaLee.02G027300.1.p,2,2796431,1,0,75,NA,NA,1,NA
GlymaLee.02G027800.1.p,2,2848946,1,0,75,NA,NA,1,NA
GlymaLee.02G029800.1.p,2,3075893,1,0,75,NA,NA,1,NA
GlymaLee.02G029900.1.p,2,3079291,1,0,75,NA,NA,1,NA
GlymaLee.02G038400.1.p,2,3985481,1,0,75,NA,NA,1,NA
GlymaLee.02G100000.1.p,2,11284149,1,0,75,NA,NA,1,NA
GlymaLee.02G158100.1.p,2,35635189,1,0,75,NA,NA,1,NA
GlymaLee.02G187800.1.p,2,44845498,1,0,75,NA,NA,1,NA
GlymaLee.02G228600.1.p,2,49198872,1,0,75,NA,NA,1,NA
GlymaLee.02G242900.1.p,2,50472624,1,0,75,NA,NA,1,NA
GlymaLee.02G243000.1.p,2,50483302,1,0,75,NA,NA,1,NA
GlymaLee.02G248800.1.p,2,50924912,1,0,75,NA,NA,1,NA
GlymaLee.02G248900.1.p,2,50927774,1,0,75,NA,NA,1,NA
GlymaLee.03G031000.1.p,3,4154508,1,0,75,NA,NA,1,NA
GlymaLee.03G032400.1.p,3,4435347,1,0,75,NA,NA,1,NA
GlymaLee.03G032600.1.p,3,4462063,1,0,75,NA,NA,1,NA
GlymaLee.03G032800.1.p,3,4486697,1,0,75,NA,NA,1,NA
GlymaLee.03G032900.1.p,3,4505695,1,0,75,NA,NA,1,NA
GlymaLee.03G033000.1.p,3,4558277,1,0,75,NA,NA,1,NA
GlymaLee.03G034100.1.p,3,4810603,1,0,75,NA,NA,1,NA
GlymaLee.03G034300.1.p,3,4840460,1,0,75,NA,NA,1,NA
GlymaLee.03G037200.1.p,3,5451110,1,0,75,NA,NA,1,NA
GlymaLee.03G037400.1.p,3,5465533,1,0,75,NA,NA,1,NA
GlymaLee.03G037600.1.p,3,5480531,1,0,75,NA,NA,1,NA
GlymaLee.03G037800.1.p,3,5503441,1,0,75,NA,NA,1,NA
GlymaLee.03G037900.1.p,3,5537134,1,0,75,NA,NA,1,NA
GlymaLee.03G038100.1.p,3,5563744,1,0,75,NA,NA,1,NA
GlymaLee.03G038300.1.p,3,5588253,1,0,75,NA,NA,1,NA
GlymaLee.03G038500.1.p,3,5611702,1,0,75,NA,NA,1,NA
GlymaLee.03G038800.1.p,3,5637678,1,0,75,NA,NA,1,NA
GlymaLee.03G039000.1.p,3,5651400,1,0,75,NA,NA,1,NA
GlymaLee.03G039200.1.p,3,5665320,1,0,75,NA,NA,1,NA
GlymaLee.03G039400.1.p,3,5680735,1,0,75,NA,NA,1,NA
GlymaLee.03G039500.1.p,3,5733082,1,0,75,NA,NA,1,NA
GlymaLee.03G039700.1.p,3,5751918,1,0,75,NA,NA,1,NA
GlymaLee.03G040100.1.p,3,5804238,1,0,75,NA,NA,1,NA
GlymaLee.03G040900.1.p,3,5971326,1,0,75,NA,NA,1,NA
GlymaLee.03G041400.1.p,3,6062129,1,0,75,NA,NA,1,NA
GlymaLee.03G041800.1.p,3,6104573,1,0,75,NA,NA,1,NA
GlymaLee.03G042400.1.p,3,6211283,1,0,75,NA,NA,1,NA
GlymaLee.03G042500.1.p,3,6226108,1,0,75,NA,NA,1,NA
GlymaLee.03G042700.1.p,3,6250576,1,0,75,NA,NA,1,NA
GlymaLee.03G045200.1.p,3,6929561,1,0,75,NA,NA,1,NA
GlymaLee.03G061600.1.p,3,20107010,1,0,75,NA,NA,1,NA
GlymaLee.03G061700.1.p,3,20185367,1,0,75,NA,NA,1,NA
GlymaLee.03G063600.1.p,3,20705374,1,0,75,NA,NA,1,NA
GlymaLee.03G070200.1.p,3,27843327,1,0,75,NA,NA,1,NA
GlymaLee.03G070300.1.p,3,27850455,1,0,75,NA,NA,1,NA
GlymaLee.03G106900.1.p,3,37417116,1,0,75,NA,NA,1,NA
GlymaLee.04G100300.1.p,4,12354255,1,0,75,NA,NA,1,NA
GlymaLee.04G106500.1.p,4,16155413,1,0,75,NA,NA,1,NA
GlymaLee.04G114600.1.p,4,20940413,1,0,75,NA,NA,1,NA
GlymaLee.04G180300.1.p,4,50366582,1,0,75,NA,NA,1,NA
GlymaLee.05G006600.1.p,5,674490,1,0,75,NA,NA,1,NA
GlymaLee.05G044700.1.p,5,4317947,1,0,75,NA,NA,1,NA
GlymaLee.05G074800.1.p,5,17112562,1,0,75,NA,NA,1,NA
GlymaLee.05G075000.1.p,5,17417131,1,0,75,NA,NA,1,NA
GlymaLee.05G075100.1.p,5,17431118,1,0,75,NA,NA,1,NA
GlymaLee.05G141100.1.p,5,36828213,1,0,75,NA,NA,1,NA
GlymaLee.05G141200.1.p,5,36849428,1,0,75,NA,NA,1,NA
GlymaLee.05G180500.1.p,5,40385723,1,0,75,NA,NA,1,NA
GlymaLee.06G065700.1.p,6,5804395,1,0,75,NA,NA,1,NA
GlymaLee.06G134700.1.p,6,12243059,1,0,75,NA,NA,1,NA
GlymaLee.06G154900.1.p,6,14310847,1,0,75,NA,NA,1,NA
GlymaLee.06G210500.1.p,6,39789762,1,0,75,NA,NA,1,NA
GlymaLee.06G215900.1.p,6,42620765,1,0,75,NA,NA,1,NA
GlymaLee.06G221200.1.p,6,44269195,1,0,75,NA,NA,1,NA
GlymaLee.06G222300.1.p,6,44764891,1,0,75,NA,NA,1,NA
GlymaLee.06G222400.1.p,6,44772415,1,0,75,NA,NA,1,NA
GlymaLee.06G222600.1.p,6,44799304,1,0,75,NA,NA,1,NA
GlymaLee.06G224900.1.p,6,45656875,1,0,75,NA,NA,1,NA
GlymaLee.06G225200.1.p,6,45687123,1,0,75,NA,NA,1,NA
GlymaLee.06G225500.1.p,6,45787117,1,0,75,NA,NA,1,NA
GlymaLee.06G225900.1.p,6,45819631,1,0,75,NA,NA,1,NA
GlymaLee.06G226600.1.p,6,46071900,1,0,75,NA,NA,1,NA
GlymaLee.06G226700.1.p,6,46115672,1,0,75,NA,NA,1,NA
GlymaLee.06G226900.1.p,6,46185376,1,0,75,NA,NA,1,NA
GlymaLee.06G227000.1.p,6,46209758,1,0,75,NA,NA,1,NA
GlymaLee.06G228700.1.p,6,46517229,1,0,75,NA,NA,1,NA
GlymaLee.06G228800.1.p,6,46527925,1,0,75,NA,NA,1,NA
GlymaLee.06G229600.1.p,6,46698045,1,0,75,NA,NA,1,NA
GlymaLee.06G229700.1.p,6,46699702,1,0,75,NA,NA,1,NA
GlymaLee.06G229900.1.p,6,46723582,1,0,75,NA,NA,1,NA
GlymaLee.06G230700.1.p,6,46812230,1,0,75,NA,NA,1,NA
GlymaLee.06G231000.1.p,6,46871644,1,0,75,NA,NA,1,NA
GlymaLee.06G231200.1.p,6,46893441,1,0,75,NA,NA,1,NA
GlymaLee.06G232700.1.p,6,47180056,1,0,75,NA,NA,1,NA
GlymaLee.06G233000.1.p,6,47349640,1,0,75,NA,NA,1,NA
GlymaLee.06G233100.1.p,6,47355671,1,0,75,NA,NA,1,NA
GlymaLee.06G245700.1.p,6,48987563,1,0,75,NA,NA,1,NA
GlymaLee.06G266800.1.p,6,51426995,1,0,75,NA,NA,1,NA
GlymaLee.06G267800.1.p,6,51542518,1,0,75,NA,NA,1,NA
GlymaLee.06G268000.1.p,6,51560746,1,0,75,NA,NA,1,NA
GlymaLee.06G271900.1.p,6,52031371,1,0,75,NA,NA,1,NA
GlymaLee.06G274000.1.p,6,52237703,1,0,75,NA,NA,1,NA
GlymaLee.06G276900.1.p,6,52511407,1,0,75,NA,NA,1,NA
GlymaLee.07G007100.1.p,7,590004,1,0,75,NA,NA,1,NA
GlymaLee.07G034100.1.p,7,3091885,1,0,75,NA,NA,1,NA
GlymaLee.07G058000.1.p,7,5651677,1,0,75,NA,NA,1,NA
GlymaLee.07G058200.1.p,7,5681620,1,0,75,NA,NA,1,NA
GlymaLee.07G058700.1.p,7,5732405,1,0,75,NA,NA,1,NA
GlymaLee.07G059300.1.p,7,5796034,1,0,75,NA,NA,1,NA
GlymaLee.07G059600.1.p,7,5875743,1,0,75,NA,NA,1,NA
GlymaLee.07G060100.1.p,7,5995484,1,0,75,NA,NA,1,NA
GlymaLee.07G060500.1.p,7,6058981,1,0,75,NA,NA,1,NA
GlymaLee.07G060700.1.p,7,6105953,1,0,75,NA,NA,1,NA
GlymaLee.07G060900.1.p,7,6147155,1,0,75,NA,NA,1,NA
GlymaLee.07G062700.1.p,7,6366682,1,0,75,NA,NA,1,NA
GlymaLee.07G071900.1.p,7,7359820,1,0,75,NA,NA,1,NA
GlymaLee.07G072200.1.p,7,7399371,1,0,75,NA,NA,1,NA
GlymaLee.07G109600.1.p,7,14869276,1,0,75,NA,NA,1,NA
GlymaLee.07G162300.1.p,7,37687600,1,0,75,NA,NA,1,NA
GlymaLee.07G165000.1.p,7,37986467,1,0,75,NA,NA,1,NA
GlymaLee.08G007100.1.p,8,619445,1,0,75,NA,NA,1,NA
GlymaLee.08G015100.1.p,8,1298034,1,0,75,NA,NA,1,NA
GlymaLee.08G109900.1.p,8,9311239,1,0,75,NA,NA,1,NA
GlymaLee.08G110100.1.p,8,9320987,1,0,75,NA,NA,1,NA
GlymaLee.08G114200.1.p,8,9615537,1,0,75,NA,NA,1,NA
GlymaLee.08G114400.1.p,8,9633143,1,0,75,NA,NA,1,NA
GlymaLee.08G148400.1.p,8,12617345,1,0,75,NA,NA,1,NA
GlymaLee.08G179300.1.p,8,15834035,1,0,75,NA,NA,1,NA
GlymaLee.08G237000.1.p,8,23933642,1,0,75,NA,NA,1,NA
GlymaLee.08G263100.1.p,8,42205298,1,0,75,NA,NA,1,NA
GlymaLee.08G264200.1.p,8,42343082,1,0,75,NA,NA,1,NA
GlymaLee.08G264300.1.p,8,42346170,1,0,75,NA,NA,1,NA
GlymaLee.08G264400.1.p,8,42368363,1,0,75,NA,NA,1,NA
GlymaLee.08G269300.1.p,8,43260476,1,0,75,NA,NA,1,NA
GlymaLee.08G269900.1.p,8,43317052,1,0,75,NA,NA,1,NA
GlymaLee.08G271300.1.p,8,43497064,1,0,75,NA,NA,1,NA
GlymaLee.08G273100.1.p,8,43693331,1,0,75,NA,NA,1,NA
GlymaLee.08G277900.1.p,8,44332756,1,0,75,NA,NA,1,NA
GlymaLee.08G283400.1.p,8,45036636,1,0,75,NA,NA,1,NA
GlymaLee.08G283700.1.p,8,45057607,1,0,75,NA,NA,1,NA
GlymaLee.08G284000.1.p,8,45077574,1,0,75,NA,NA,1,NA
GlymaLee.08G285100.1.p,8,45191577,1,0,75,NA,NA,1,NA
GlymaLee.08G288600.1.p,8,45508007,1,0,75,NA,NA,1,NA
GlymaLee.08G294100.1.p,8,46007944,1,0,75,NA,NA,1,NA
GlymaLee.09G019800.1.p,9,1651369,1,0,75,NA,NA,1,NA
GlymaLee.09G020100.1.p,9,1671880,1,0,75,NA,NA,1,NA
GlymaLee.09G051200.1.p,9,5198230,1,0,75,NA,NA,1,NA
GlymaLee.09G051600.1.p,9,5258643,1,0,75,NA,NA,1,NA
GlymaLee.09G067100.1.p,9,8373049,1,0,75,NA,NA,1,NA
GlymaLee.09G125700.1.p,9,39050031,1,0,75,NA,NA,1,NA
GlymaLee.09G171300.1.p,9,43917982,1,0,75,NA,NA,1,NA
GlymaLee.09G171400.1.p,9,43924932,1,0,75,NA,NA,1,NA
GlymaLee.09G172100.1.p,9,43999661,1,0,75,NA,NA,1,NA
GlymaLee.09G172900.1.p,9,44104510,1,0,75,NA,NA,1,NA
GlymaLee.09G215000.1.p,9,47871591,1,0,75,NA,NA,1,NA
GlymaLee.10G099200.1.p,10,32505353,1,0,75,NA,NA,1,NA
GlymaLee.10G152400.1.p,10,43778251,1,0,75,NA,NA,1,NA
GlymaLee.10G152500.1.p,10,43785173,1,0,75,NA,NA,1,NA
GlymaLee.10G164600.1.p,10,44845779,1,0,75,NA,NA,1,NA
GlymaLee.11G021000.1.p,11,1651680,1,0,75,NA,NA,1,NA
GlymaLee.11G054400.1.p,11,4524313,1,0,75,NA,NA,1,NA
GlymaLee.11G067000.1.p,11,5463033,1,0,75,NA,NA,1,NA
GlymaLee.11G142500.1.p,11,14623646,1,0,75,NA,NA,1,NA
GlymaLee.11G142600.1.p,11,14628450,1,0,75,NA,NA,1,NA
GlymaLee.11G154600.1.p,11,16696092,1,0,75,NA,NA,1,NA
GlymaLee.11G167500.1.p,11,18786132,1,0,75,NA,NA,1,NA
GlymaLee.11G195100.1.p,11,35545191,1,0,75,NA,NA,1,NA
GlymaLee.12G011200.1.p,12,858341,1,0,75,NA,NA,1,NA
GlymaLee.12G025100.1.p,12,1975308,1,0,75,NA,NA,1,NA
GlymaLee.12G115400.1.p,12,15171013,1,0,75,NA,NA,1,NA
GlymaLee.12G115500.1.p,12,15191230,1,0,75,NA,NA,1,NA
GlymaLee.12G115600.1.p,12,15203434,1,0,75,NA,NA,1,NA
GlymaLee.12G118000.1.p,12,16022091,1,0,75,NA,NA,1,NA
GlymaLee.12G118800.1.p,12,16326846,1,0,75,NA,NA,1,NA
GlymaLee.12G136000.1.p,12,33968631,1,0,75,NA,NA,1,NA
GlymaLee.12G180800.1.p,12,39988123,1,0,75,NA,NA,1,NA
GlymaLee.12G186300.1.p,12,40640277,1,0,75,NA,NA,1,NA
GlymaLee.12G189000.1.p,12,40923234,1,0,75,NA,NA,1,NA
GlymaLee.12G202200.1.p,12,42436406,1,0,75,NA,NA,1,NA
GlymaLee.12G204900.1.p,12,42721983,1,0,75,NA,NA,1,NA
GlymaLee.12G205400.1.p,12,42763649,1,0,75,NA,NA,1,NA
