SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
UWASoyPan01320,22,297,0.0863404527388403,0.287386215864759,769,NA,NA,1,-0.0503646030631246
GlymaLee.06G228600.1.p,6,46476226,0.089609040787839,0.218465539661899,769,NA,NA,1,0.0500512486140527
GlymaLee.06G230500.1.p,6,46786660,0.0940049323148156,0.40962288686606,769,NA,NA,1,-0.0399077512865498
UWASoyPan03194,22,548,0.102994524261013,0.0988296488946684,769,NA,NA,1,-0.0634521509481036
UWASoyPan00975,22,499,0.104468167664643,0.184655396618986,769,NA,NA,1,-0.0506133241123026
GlymaLee.06G229300.1.p,6,46582039,0.108549306868277,0.488946684005202,769,NA,NA,1,-0.0372362291812394
UWASoyPan05095,22,299,0.113661426734058,0.00390117035110533,769,NA,NA,1,-0.284835039000886
GlymaLee.16G130800.1.p,16,33636259,0.115374983773892,0.0884265279583876,769,NA,NA,1,0.0625754944112309
GlymaLee.15G199700.1.p,15,47014727,0.120361260730556,0.00130039011703509,769,NA,NA,1,0.483836680779291
GlymaLee.06G229100.1.p,6,46555554,0.125387536941586,0.378413524057217,769,NA,NA,1,-0.0362292795822344
GlymaLee.20G160000.1.p,20,45484513,0.128000479746074,0.00520156046814046,769,NA,NA,1,0.237600653387403
UWASoyPan00155,22,591,0.130906551810408,0.269180754226268,769,NA,NA,1,-0.039900641306871
UWASoyPan01729,22,359,0.135332909645161,0.0377113133940182,769,NA,NA,1,0.0898910714172878
GlymaLee.01G088400.1.p,1,39098160,0.145724487563423,0.0988296488946684,769,NA,NA,1,-0.0575898799427788
GlymaLee.16G075200.1.p,16,10446071,0.146996323160174,0.00390117035110538,769,NA,NA,1,-0.261712172991054
GlymaLee.16G175200.1.p,16,38454349,0.156375545289926,0.0325097529258778,769,NA,NA,1,0.0925813723741342
UWASoyPan00005,22,296,0.157703528050477,0.136540962288687,769,NA,NA,1,-0.0470023349197777
GlymaLee.06G229700.1.p,6,46699702,0.166311350954168,0.00390117035110538,769,NA,NA,1,0.25020517518368
UWASoyPan02043,22,381,0.182728974835851,0.128738621586476,769,NA,NA,1,-0.0451924962587267
UWASoyPan01973,22,270,0.190301811706221,0.219765929778934,769,NA,NA,1,-0.0357503040123479
GlymaLee.13G049500.1.p,13,17537148,0.19053160629504,0.0156046814044213,769,NA,NA,1,0.119804862752758
GlymaLee.07G059800.1.p,7,5914021,0.191220516694877,0.00910273081924573,769,NA,NA,1,0.154507833553566
UWASoyPan03402,22,532,0.20067907345072,0.397919375812744,769,NA,NA,1,-0.0312541446906969
UWASoyPan00670,22,177,0.20121703709583,0.0676202860858258,769,NA,NA,1,0.0571534136605354
GlymaLee.03G045600.1.p,3,7085900,0.219495269897336,0.100130039011703,769,NA,NA,1,-0.0460610094412104
UWASoyPan00725,22,576,0.233831873996973,0.106631989596879,769,NA,NA,1,-0.0440806608768565
UWASoyPan00326,22,266,0.243042891655552,0.184655396618986,769,NA,NA,1,-0.0342560455996495
GlymaLee.18G075700.1.p,18,8318081,0.244454468571461,0.0520156046814044,769,NA,NA,1,0.0607230347388175
GlymaLee.06G229500.1.p,6,46668585,0.244986849879255,0.0156046814044213,769,NA,NA,1,-0.106050722937752
GlymaLee.06G228900.1.p,6,46534448,0.253001710719452,0.250975292587776,769,NA,NA,1,-0.0344135413373454
GlymaLee.16G111400.1.p,16,31003491,0.264143999529926,0.0143042912873862,769,NA,NA,1,-0.116353956411061
UWASoyPan03230,22,272,0.281033688503603,0.0247074122236671,769,NA,NA,1,0.0789008456217317
GlymaLee.12G118000.1.p,12,16022091,0.296657217885403,0.00130039011703509,769,NA,NA,1,0.32785453314159
GlymaLee.07G059500.1.p,7,5847947,0.301723949825961,0.011703511053316,769,NA,NA,1,0.107882893231235
GlymaLee.16G075000.1.p,16,10287565,0.306217467699838,0.00520156046814046,769,NA,NA,1,-0.160716243917477
GlymaLee.01G030800.1.p,1,3542206,0.306472551896994,0.00130039011703509,769,NA,NA,1,0.320383288052312
GlymaLee.16G175500.1.p,16,38489349,0.315726947149492,0.143042912873862,769,NA,NA,1,0.0324504663413725
GlymaLee.06G230600.1.p,6,46799742,0.343662491806027,0.436931079323797,769,NA,NA,1,-0.0231219984915234
GlymaLee.18G076600.1.p,18,8530607,0.358009819351249,0.0338101430429129,769,NA,NA,1,0.0584655153898623
GlymaLee.03G040000.1.p,3,5773934,0.359093506225327,0.0104031209362809,769,NA,NA,1,0.10181411430078
GlymaLee.16G175600.1.p,16,38496432,0.359755174760598,0.0650195058517555,769,NA,NA,1,-0.0429633606599715
GlymaLee.14G022200.1.p,14,1797051,0.379173087548756,0.0169050715214565,769,NA,NA,1,0.0803841108873802
GlymaLee.15G198600.1.p,15,46360913,0.402123178030758,0.204161248374512,769,NA,NA,1,-0.024393502173107
UWASoyPan01876,22,352,0.417628879276318,0.154746423927178,769,NA,NA,1,-0.0256243116992194
GlymaLee.10G034600.1.p,10,3320931,0.422414808659855,0.0832249674902471,769,NA,NA,1,-0.0327433760809086
GlymaLee.18G081000.1.p,18,9207899,0.447996846375929,0.00520156046814046,769,NA,NA,1,0.118474082750055
UWASoyPan00201,22,232,0.459506915426178,0.0325097529258778,769,NA,NA,1,-0.0473282084839637
UWASoyPan01330,22,494,0.47587838900466,0.260078023407022,769,NA,NA,1,-0.0186157723940288
GlymaLee.16G111500.1.p,16,31012672,0.477245431566987,0.0390117035110533,769,NA,NA,1,-0.0561403006445076
GlymaLee.20G043600.1.p,20,20416633,0.486752499103698,0.00130039011703509,769,NA,NA,1,-0.215895540456927
UWASoyPan00202,22,273,0.491810150418152,0.370611183355006,769,NA,NA,1,-0.0166520897648936
GlymaLee.06G267900.1.p,6,51554381,0.494948960631986,0.0182054616384916,769,NA,NA,1,0.057927331261439
GlymaLee.16G176600.1.p,16,38559905,0.504898156449869,0.00130039011703509,769,NA,NA,1,-0.21480062050864
GlymaLee.16G176700.1.p,16,38562059,0.504898156449869,0.00130039011703509,769,NA,NA,1,-0.21480062050864
UWASoyPan03233,22,224,0.514715572240927,0.0533159947984395,769,NA,NA,1,0.0333703856490413
UWASoyPan00542,22,1252,0.520666003058116,0.00130039011703511,769,NA,NA,1,-0.200645303949641
UWASoyPan04314,22,261,0.53714378225355,0.0845253576072822,769,NA,NA,1,-0.0255081209326795
UWASoyPan03261,22,320,0.54128831124965,0.401820546163849,769,NA,NA,1,0.0143404393000015
GlymaLee.18G076500.1.p,18,8487373,0.562336906035997,0.00910273081924573,769,NA,NA,1,0.0778398186928326
GlymaLee.06G230700.1.p,6,46812230,0.5718867530314,0.00520156046814046,769,NA,NA,1,-0.0890355921432047
GlymaLee.18G226900.1.p,18,58839992,0.58658823306389,0.0104031209362809,769,NA,NA,1,-0.0601103248761774
GlymaLee.03G042000.1.p,3,6150979,0.605543053288206,0.113133940182055,769,NA,NA,1,0.0189316943800719
GlymaLee.18G076300.1.p,18,8428804,0.611595137156962,0.046814044213264,769,NA,NA,1,0.0278130548376947
GlymaLee.16G074200.1.p,16,10068645,0.639821711155342,0.00130039011703509,769,NA,NA,1,-0.145461322883193
GlymaLee.15G198800.1.p,15,46378414,0.640363814106712,0.00390117035110538,769,NA,NA,1,0.0847909456630873
GlymaLee.15G199200.1.p,15,46802755,0.640639256970908,0.237971391417425,769,NA,NA,1,-0.0136731298791215
GlymaLee.03G045900.1.p,3,7388482,0.642121150439581,0.365409622886866,769,NA,NA,1,-0.0108584870293273
GlymaLee.18G076200.1.p,18,8414743,0.649725783536831,0.00390117035110538,769,NA,NA,1,0.0362712555279119
UWASoyPan01418,22,410,0.67981008728639,0.323797139141743,769,NA,NA,1,-0.0102442975529335
GlymaLee.20G036200.1.p,20,10990898,0.681362577602158,0.0130039011703511,769,NA,NA,1,-0.0409761749060351
GlymaLee.15G199500.1.p,15,46964277,0.69222874096482,0.253576072821847,769,NA,NA,1,0.0111207385302023
UWASoyPan05312,22,248,0.703361748594048,0.093628088426528,769,NA,NA,1,0.0150610337011652
GlymaLee.07G070200.1.p,7,7130614,0.736032108266105,0.0806241872561768,769,NA,NA,1,-0.0139988452220656
GlymaLee.07G060100.1.p,7,5995484,0.736430146056467,0.00130039011703509,769,NA,NA,1,0.105620408496179
GlymaLee.18G075900.1.p,18,8369951,0.750128436958223,0.0104031209362809,769,NA,NA,1,-0.0366681073206934
UWASoyPan00043,22,467,0.768596103868115,0.0572171651495449,769,NA,NA,1,0.0146636675259115
UWASoyPan03336,22,248,0.783394347508955,0.17815344603381,769,NA,NA,1,-0.00828417586637009
GlymaLee.06G232800.1.p,6,47279730,0.804349838400499,0.482444733420026,769,NA,NA,1,0.00563892908845687
GlymaLee.13G160200.1.p,13,31003814,0.813364663811179,0.00650195058517555,769,NA,NA,1,0.0329484193942733
GlymaLee.08G283400.1.p,8,45036636,0.815632500603756,0.00130039011703509,769,NA,NA,1,-0.072499722988141
UWASoyPan00953,22,399,0.817573976572984,0.327698309492848,769,NA,NA,1,0.00562408372297618
GlymaLee.03G038500.1.p,3,5611702,0.824487404509656,0.00260078023407018,769,NA,NA,1,-0.0491299465315933
GlymaLee.03G045700.1.p,3,7283388,0.826279042521891,0.345903771131339,769,NA,NA,1,0.00521367355266822
GlymaLee.03G070600.1.p,3,27977340,0.840847195210745,0.0884265279583876,769,NA,NA,1,-0.00804167992176064
GlymaLee.06G232600.1.p,6,47173084,0.841406079917762,0.0676202860858257,769,NA,NA,1,-0.00923989948078585
GlymaLee.03G037900.1.p,3,5537134,0.841450910657272,0.00130039011703509,769,NA,NA,1,-0.0622122422571465
UWASoyPan04211,22,750,0.852875295063066,0.00130039011703511,769,NA,NA,1,-0.0576220197515696
UWASoyPan04912,22,188,0.852875295063066,0.00130039011703511,769,NA,NA,1,-0.0576220197515696
GlymaLee.16G175900.1.p,16,38505422,0.887077886706698,0.0156046814044213,769,NA,NA,1,-0.0129570255295164
GlymaLee.03G045400.1.p,3,7010015,0.891208820237356,0.0208062418725617,769,NA,NA,1,0.0107709064990189
GlymaLee.18G175400.1.p,18,53767372,0.893999229166623,0.00390117035110538,769,NA,NA,1,0.0240114104908571
GlymaLee.03G070700.1.p,3,28015986,0.903259118231574,0.0923276983094928,769,NA,NA,1,-0.00476324638783554
GlymaLee.03G042100.1.p,3,6157517,0.907684997358241,0.343302990897269,769,NA,NA,1,0.00298196003471429
GlymaLee.06G229900.1.p,6,46723582,0.908590863152839,0.00130039011703509,769,NA,NA,1,-0.0357060879753135
GlymaLee.19G105700.1.p,19,41330334,0.909305746453666,0.0104031209362809,769,NA,NA,1,0.0126440547178959
GlymaLee.18G081100.1.p,18,9244416,0.912991437782467,0.011703511053316,769,NA,NA,1,0.0115455690499431
GlymaLee.16G111100.1.p,16,30967558,0.939921027204785,0.0494148244473342,769,NA,NA,1,-0.00582428133951041
GlymaLee.20G036300.1.p,20,10992199,0.945121772308059,0.0143042912873862,769,NA,NA,1,-0.00655616925682523
GlymaLee.20G036500.1.p,20,11048819,0.945121772308059,0.0143042912873862,769,NA,NA,1,-0.00655616925682523
GlymaLee.18G227000.1.p,18,58850534,0.948326125438467,0.00390117035110538,769,NA,NA,1,-0.0116911356101355
GlymaLee.13G160100.1.p,13,30973637,0.981298244046725,0.00520156046814046,769,NA,NA,1,-0.00365069973165077
GlymaLee.03G045500.1.p,3,7060057,0.988369935991752,0.422626788036411,769,NA,NA,1,0.000343495976005581
GlymaLee.06G233000.1.p,6,47349640,0.993341446683623,0.00130039011703509,769,NA,NA,1,-0.00261044028513879
GlymaLee.17G162900.1.p,17,20631792,0.993582753333955,0.00130039011703509,769,NA,NA,1,0.00249955956996928
GlymaLee.01G010200.1.p,1,1052502,1,0,769,NA,NA,1,1.09619140625
GlymaLee.01G010400.1.p,1,1063378,1,0,769,NA,NA,1,1.09619140625
GlymaLee.01G011700.1.p,1,1194202,1,0,769,NA,NA,1,1.09619140625
GlymaLee.01G012500.1.p,1,1261953,1,0,769,NA,NA,1,1.09619140625
GlymaLee.01G030300.1.p,1,3459549,1,0,769,NA,NA,1,1.09619140625
GlymaLee.01G030700.1.p,1,3514880,1,0,769,NA,NA,1,1.09619140625
GlymaLee.01G031000.1.p,1,3587211,1,0,769,NA,NA,1,1.09619140625
GlymaLee.01G032700.1.p,1,3777483,1,0,769,NA,NA,1,1.09619140625
GlymaLee.01G033000.1.p,1,3832299,1,0,769,NA,NA,1,1.09619140625
GlymaLee.01G036000.1.p,1,4285304,1,0,769,NA,NA,1,1.09619140625
GlymaLee.01G042800.1.p,1,5563614,1,0,769,NA,NA,1,1.09619140625
GlymaLee.01G056700.1.p,1,10323026,1,0,769,NA,NA,1,1.09619140625
GlymaLee.01G088500.1.p,1,39116433,1,0,769,NA,NA,1,1.09619140625
GlymaLee.01G097800.1.p,1,44981654,1,0,769,NA,NA,1,1.09619140625
GlymaLee.01G097900.1.p,1,45063558,1,0,769,NA,NA,1,1.09619140625
GlymaLee.01G099000.1.p,1,45274788,1,0,769,NA,NA,1,1.09619140625
GlymaLee.01G099900.1.p,1,45633579,1,0,769,NA,NA,1,1.09619140625
GlymaLee.01G115200.1.p,1,50317610,1,0,769,NA,NA,1,1.09619140625
GlymaLee.01G136600.1.p,1,52655530,1,0,769,NA,NA,1,1.09619140625
GlymaLee.01G148500.1.p,1,53688369,1,0,769,NA,NA,1,1.09619140625
GlymaLee.01G148600.1.p,1,53694110,1,0,769,NA,NA,1,1.09619140625
GlymaLee.01G182700.1.p,1,56841248,1,0,769,NA,NA,1,1.09619140625
GlymaLee.02G021300.1.p,2,2167966,1,0,769,NA,NA,1,1.09619140625
GlymaLee.02G021400.1.p,2,2172118,1,0,769,NA,NA,1,1.09619140625
GlymaLee.02G021500.1.p,2,2174370,1,0,769,NA,NA,1,1.09619140625
GlymaLee.02G021600.1.p,2,2177214,1,0,769,NA,NA,1,1.09619140625
GlymaLee.02G023600.1.p,2,2377776,1,0,769,NA,NA,1,1.09619140625
GlymaLee.02G027300.1.p,2,2796431,1,0,769,NA,NA,1,1.09619140625
GlymaLee.02G027800.1.p,2,2848946,1,0,769,NA,NA,1,1.09619140625
GlymaLee.02G029800.1.p,2,3075893,1,0,769,NA,NA,1,1.09619140625
GlymaLee.02G029900.1.p,2,3079291,1,0,769,NA,NA,1,1.09619140625
GlymaLee.02G038400.1.p,2,3985481,1,0,769,NA,NA,1,1.09619140625
GlymaLee.02G100000.1.p,2,11284149,1,0,769,NA,NA,1,1.09619140625
GlymaLee.02G158100.1.p,2,35635189,1,0,769,NA,NA,1,1.09619140625
GlymaLee.02G187800.1.p,2,44845498,1,0,769,NA,NA,1,1.09619140625
GlymaLee.02G242900.1.p,2,50472624,1,0,769,NA,NA,1,1.09619140625
GlymaLee.02G243000.1.p,2,50483302,1,0,769,NA,NA,1,1.09619140625
GlymaLee.02G248800.1.p,2,50924912,1,0,769,NA,NA,1,1.09619140625
GlymaLee.02G248900.1.p,2,50927774,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G031000.1.p,3,4154508,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G032400.1.p,3,4435347,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G032600.1.p,3,4462063,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G032800.1.p,3,4486697,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G032900.1.p,3,4505695,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G033000.1.p,3,4558277,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G034100.1.p,3,4810603,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G034300.1.p,3,4840460,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G037200.1.p,3,5451110,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G037400.1.p,3,5465533,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G037600.1.p,3,5480531,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G037800.1.p,3,5503441,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G038100.1.p,3,5563744,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G038300.1.p,3,5588253,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G038800.1.p,3,5637678,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G039000.1.p,3,5651400,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G039200.1.p,3,5665320,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G039400.1.p,3,5680735,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G039500.1.p,3,5733082,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G039700.1.p,3,5751918,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G040100.1.p,3,5804238,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G040900.1.p,3,5971326,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G041400.1.p,3,6062129,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G041800.1.p,3,6104573,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G042400.1.p,3,6211283,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G042500.1.p,3,6226108,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G042700.1.p,3,6250576,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G045200.1.p,3,6929561,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G061600.1.p,3,20107010,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G061700.1.p,3,20185367,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G063600.1.p,3,20705374,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G070200.1.p,3,27843327,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G070300.1.p,3,27850455,1,0,769,NA,NA,1,1.09619140625
GlymaLee.03G106900.1.p,3,37417116,1,0,769,NA,NA,1,1.09619140625
GlymaLee.04G100300.1.p,4,12354255,1,0,769,NA,NA,1,1.09619140625
GlymaLee.04G106500.1.p,4,16155413,1,0,769,NA,NA,1,1.09619140625
GlymaLee.04G114600.1.p,4,20940413,1,0,769,NA,NA,1,1.09619140625
GlymaLee.04G180300.1.p,4,50366582,1,0,769,NA,NA,1,1.09619140625
GlymaLee.05G006600.1.p,5,674490,1,0,769,NA,NA,1,1.09619140625
GlymaLee.05G044700.1.p,5,4317947,1,0,769,NA,NA,1,1.09619140625
GlymaLee.05G074800.1.p,5,17112562,1,0,769,NA,NA,1,1.09619140625
GlymaLee.05G075000.1.p,5,17417131,1,0,769,NA,NA,1,1.09619140625
GlymaLee.05G075100.1.p,5,17431118,1,0,769,NA,NA,1,1.09619140625
GlymaLee.05G141100.1.p,5,36828213,1,0,769,NA,NA,1,1.09619140625
GlymaLee.05G141200.1.p,5,36849428,1,0,769,NA,NA,1,1.09619140625
GlymaLee.05G180500.1.p,5,40385723,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G065700.1.p,6,5804395,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G134700.1.p,6,12243059,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G154900.1.p,6,14310847,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G210500.1.p,6,39789762,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G215900.1.p,6,42620765,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G221200.1.p,6,44269195,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G222300.1.p,6,44764891,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G222400.1.p,6,44772415,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G222600.1.p,6,44799304,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G224900.1.p,6,45656875,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G225200.1.p,6,45687123,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G225500.1.p,6,45787117,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G225900.1.p,6,45819631,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G226600.1.p,6,46071900,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G226700.1.p,6,46115672,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G226900.1.p,6,46185376,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G227000.1.p,6,46209758,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G228700.1.p,6,46517229,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G228800.1.p,6,46527925,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G229600.1.p,6,46698045,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G231000.1.p,6,46871644,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G231200.1.p,6,46893441,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G232700.1.p,6,47180056,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G233100.1.p,6,47355671,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G245700.1.p,6,48987563,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G266800.1.p,6,51426995,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G267800.1.p,6,51542518,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G268000.1.p,6,51560746,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G271900.1.p,6,52031371,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G274000.1.p,6,52237703,1,0,769,NA,NA,1,1.09619140625
GlymaLee.06G276900.1.p,6,52511407,1,0,769,NA,NA,1,1.09619140625
GlymaLee.07G007100.1.p,7,590004,1,0,769,NA,NA,1,1.09619140625
GlymaLee.07G034100.1.p,7,3091885,1,0,769,NA,NA,1,1.09619140625
GlymaLee.07G058000.1.p,7,5651677,1,0,769,NA,NA,1,1.09619140625
GlymaLee.07G058200.1.p,7,5681620,1,0,769,NA,NA,1,1.09619140625
GlymaLee.07G058700.1.p,7,5732405,1,0,769,NA,NA,1,1.09619140625
GlymaLee.07G059300.1.p,7,5796034,1,0,769,NA,NA,1,1.09619140625
GlymaLee.07G059600.1.p,7,5875743,1,0,769,NA,NA,1,1.09619140625
GlymaLee.07G060500.1.p,7,6058981,1,0,769,NA,NA,1,1.09619140625
GlymaLee.07G060700.1.p,7,6105953,1,0,769,NA,NA,1,1.09619140625
GlymaLee.07G060900.1.p,7,6147155,1,0,769,NA,NA,1,1.09619140625
GlymaLee.07G062700.1.p,7,6366682,1,0,769,NA,NA,1,1.09619140625
GlymaLee.07G071900.1.p,7,7359820,1,0,769,NA,NA,1,1.09619140625
GlymaLee.07G072200.1.p,7,7399371,1,0,769,NA,NA,1,1.09619140625
GlymaLee.07G109600.1.p,7,14869276,1,0,769,NA,NA,1,1.09619140625
GlymaLee.07G162300.1.p,7,37687600,1,0,769,NA,NA,1,1.09619140625
GlymaLee.07G165000.1.p,7,37986467,1,0,769,NA,NA,1,1.09619140625
GlymaLee.08G007100.1.p,8,619445,1,0,769,NA,NA,1,1.09619140625
GlymaLee.08G015100.1.p,8,1298034,1,0,769,NA,NA,1,1.09619140625
GlymaLee.08G109900.1.p,8,9311239,1,0,769,NA,NA,1,1.09619140625
GlymaLee.08G110100.1.p,8,9320987,1,0,769,NA,NA,1,1.09619140625
GlymaLee.08G114200.1.p,8,9615537,1,0,769,NA,NA,1,1.09619140625
GlymaLee.08G114400.1.p,8,9633143,1,0,769,NA,NA,1,1.09619140625
GlymaLee.08G148400.1.p,8,12617345,1,0,769,NA,NA,1,1.09619140625
GlymaLee.08G179300.1.p,8,15834035,1,0,769,NA,NA,1,1.09619140625
GlymaLee.08G237000.1.p,8,23933642,1,0,769,NA,NA,1,1.09619140625
GlymaLee.08G263100.1.p,8,42205298,1,0,769,NA,NA,1,1.09619140625
GlymaLee.08G264200.1.p,8,42343082,1,0,769,NA,NA,1,1.09619140625
GlymaLee.08G264300.1.p,8,42346170,1,0,769,NA,NA,1,1.09619140625
GlymaLee.08G264400.1.p,8,42368363,1,0,769,NA,NA,1,1.09619140625
GlymaLee.08G269300.1.p,8,43260476,1,0,769,NA,NA,1,1.09619140625
GlymaLee.08G269900.1.p,8,43317052,1,0,769,NA,NA,1,1.09619140625
GlymaLee.08G271300.1.p,8,43497064,1,0,769,NA,NA,1,1.09619140625
GlymaLee.08G273100.1.p,8,43693331,1,0,769,NA,NA,1,1.09619140625
GlymaLee.08G277900.1.p,8,44332756,1,0,769,NA,NA,1,1.09619140625
GlymaLee.08G283700.1.p,8,45057607,1,0,769,NA,NA,1,1.09619140625
GlymaLee.08G284000.1.p,8,45077574,1,0,769,NA,NA,1,1.09619140625
GlymaLee.08G285100.1.p,8,45191577,1,0,769,NA,NA,1,1.09619140625
GlymaLee.08G288600.1.p,8,45508007,1,0,769,NA,NA,1,1.09619140625
GlymaLee.08G294100.1.p,8,46007944,1,0,769,NA,NA,1,1.09619140625
GlymaLee.09G019800.1.p,9,1651369,1,0,769,NA,NA,1,1.09619140625
GlymaLee.09G020100.1.p,9,1671880,1,0,769,NA,NA,1,1.09619140625
GlymaLee.09G051200.1.p,9,5198230,1,0,769,NA,NA,1,1.09619140625
GlymaLee.09G051600.1.p,9,5258643,1,0,769,NA,NA,1,1.09619140625
