SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
GlymaLee.16G175600.1.p,16,38496432,0.33863858205048,0.0650195058517555,769,NA,NA,0.887766634686987,NA
UWASoyPan03233,22,224,0.353031472818749,0.0533159947984395,769,NA,NA,0.887766634686987,NA
GlymaLee.16G175200.1.p,16,38454349,0.357148684398437,0.0325097529258778,769,NA,NA,0.887766634686987,NA
UWASoyPan03340,22,887,0.360741427173766,0.237971391417425,769,NA,NA,0.887766634686987,NA
GlymaLee.16G075000.1.p,16,10287565,0.370516768332895,0.00520156046814046,769,NA,NA,0.887766634686987,NA
GlymaLee.20G036200.1.p,20,10990898,0.370801790586744,0.0130039011703511,769,NA,NA,0.887766634686987,NA
GlymaLee.03G045700.1.p,3,7283388,0.37733824399398,0.345903771131339,769,NA,NA,0.887766634686987,NA
GlymaLee.20G160000.1.p,20,45484513,0.377943793803655,0.00520156046814046,769,NA,NA,0.887766634686987,NA
GlymaLee.06G229500.1.p,6,46668585,0.39249694964637,0.0156046814044213,769,NA,NA,0.887766634686987,NA
UWASoyPan00670,22,177,0.395445296297544,0.0676202860858258,769,NA,NA,0.887766634686987,NA
UWASoyPan03230,22,272,0.400016564445095,0.0247074122236671,769,NA,NA,0.887766634686987,NA
GlymaLee.16G074200.1.p,16,10068645,0.403763372427215,0.00130039011703509,769,NA,NA,0.887766634686987,NA
UWASoyPan00427,22,933,0.408425034420057,0.156046814044213,769,NA,NA,0.887766634686987,NA
UWASoyPan00155,22,591,0.417723016095298,0.269180754226268,769,NA,NA,0.887766634686987,NA
GlymaLee.06G230600.1.p,6,46799742,0.429756418843427,0.436931079323797,769,NA,NA,0.887766634686987,NA
GlymaLee.15G199500.1.p,15,46964277,0.432478918072613,0.253576072821847,769,NA,NA,0.887766634686987,NA
GlymaLee.03G045600.1.p,3,7085900,0.434215967770852,0.100130039011703,769,NA,NA,0.887766634686987,NA
GlymaLee.06G228900.1.p,6,46534448,0.437632039301738,0.250975292587776,769,NA,NA,0.887766634686987,NA
GlymaLee.07G059500.1.p,7,5847947,0.446035624188758,0.011703511053316,769,NA,NA,0.887766634686987,NA
GlymaLee.16G130800.1.p,16,33636259,0.464886062696523,0.0884265279583876,769,NA,NA,0.887766634686987,NA
UWASoyPan00201,22,232,0.482161481836425,0.0325097529258778,769,NA,NA,0.887766634686987,NA
UWASoyPan01973,22,270,0.493534206578005,0.219765929778934,769,NA,NA,0.887766634686987,NA
GlymaLee.18G076600.1.p,18,8530607,0.499091365664267,0.0338101430429129,769,NA,NA,0.887766634686987,NA
UWASoyPan00542,22,1252,0.500242742976192,0.00130039011703511,769,NA,NA,0.887766634686987,NA
GlymaLee.06G267900.1.p,6,51554381,0.50508669935742,0.0182054616384916,769,NA,NA,0.887766634686987,NA
GlymaLee.07G070200.1.p,7,7130614,0.512924371990501,0.0806241872561768,769,NA,NA,0.887766634686987,NA
GlymaLee.12G118000.1.p,12,16022091,0.521805843601806,0.00130039011703509,769,NA,NA,0.887766634686987,NA
GlymaLee.06G230700.1.p,6,46812230,0.531443729899204,0.00520156046814046,769,NA,NA,0.887766634686987,NA
UWASoyPan01729,22,359,0.533264621706944,0.0377113133940182,769,NA,NA,0.887766634686987,NA
GlymaLee.20G043600.1.p,20,20416633,0.545246874986181,0.00130039011703509,769,NA,NA,0.887766634686987,NA
GlymaLee.20G036300.1.p,20,10992199,0.551970379672048,0.0143042912873862,769,NA,NA,0.887766634686987,NA
GlymaLee.20G036500.1.p,20,11048819,0.551970379672048,0.0143042912873862,769,NA,NA,0.887766634686987,NA
UWASoyPan02043,22,381,0.553961480831985,0.128738621586476,769,NA,NA,0.887766634686987,NA
GlymaLee.03G040000.1.p,3,5773934,0.571850809514236,0.0104031209362809,769,NA,NA,0.887766634686987,NA
UWASoyPan01253,22,473,0.58076868390249,0.223667100130039,769,NA,NA,0.887766634686987,NA
GlymaLee.13G160100.1.p,13,30973637,0.583578751798285,0.00520156046814046,769,NA,NA,0.887766634686987,NA
GlymaLee.03G038500.1.p,3,5611702,0.605110502926426,0.00260078023407018,769,NA,NA,0.887766634686987,NA
GlymaLee.18G076500.1.p,18,8487373,0.608371015486253,0.00910273081924573,769,NA,NA,0.887766634686987,NA
UWASoyPan00725,22,576,0.616149843037444,0.106631989596879,769,NA,NA,0.887766634686987,NA
UWASoyPan03402,22,532,0.617497220247173,0.397919375812744,769,NA,NA,0.887766634686987,NA
GlymaLee.16G111500.1.p,16,31012672,0.625714464305361,0.0390117035110533,769,NA,NA,0.887766634686987,NA
GlymaLee.08G283400.1.p,8,45036636,0.627881362569366,0.00130039011703509,769,NA,NA,0.887766634686987,NA
UWASoyPan04314,22,261,0.63449479585038,0.0845253576072822,769,NA,NA,0.887766634686987,NA
GlymaLee.07G060100.1.p,7,5995484,0.648421071942585,0.00130039011703509,769,NA,NA,0.887766634686987,NA
GlymaLee.18G081100.1.p,18,9244416,0.650504322661139,0.011703511053316,769,NA,NA,0.887766634686987,NA
GlymaLee.18G081000.1.p,18,9207899,0.66367445060405,0.00520156046814046,769,NA,NA,0.887766634686987,NA
GlymaLee.18G175400.1.p,18,53767372,0.667019853600049,0.00390117035110538,769,NA,NA,0.887766634686987,NA
GlymaLee.16G111400.1.p,16,31003491,0.676527196576968,0.0143042912873862,769,NA,NA,0.887766634686987,NA
GlymaLee.10G034600.1.p,10,3320931,0.689555586936431,0.0832249674902471,769,NA,NA,0.887766634686987,NA
GlymaLee.15G199200.1.p,15,46802755,0.697741153882424,0.237971391417425,769,NA,NA,0.887766634686987,NA
GlymaLee.03G042000.1.p,3,6150979,0.708580121728305,0.113133940182055,769,NA,NA,0.887766634686987,NA
GlymaLee.18G227000.1.p,18,58850534,0.723116186405724,0.00390117035110538,769,NA,NA,0.887766634686987,NA
GlymaLee.16G175900.1.p,16,38505422,0.72786592976258,0.0156046814044213,769,NA,NA,0.887766634686987,NA
GlymaLee.19G105700.1.p,19,41330334,0.728420672904271,0.0104031209362809,769,NA,NA,0.887766634686987,NA
GlymaLee.18G075700.1.p,18,8318081,0.742222435412792,0.0520156046814044,769,NA,NA,0.887766634686987,NA
UWASoyPan01418,22,410,0.743340533307458,0.323797139141743,769,NA,NA,0.887766634686987,NA
GlymaLee.18G226900.1.p,18,58839992,0.745656185977033,0.0104031209362809,769,NA,NA,0.887766634686987,NA
GlymaLee.18G076200.1.p,18,8414743,0.750789267546931,0.00390117035110538,769,NA,NA,0.887766634686987,NA
UWASoyPan04211,22,750,0.750910712881947,0.00130039011703511,769,NA,NA,0.887766634686987,NA
UWASoyPan04912,22,188,0.750910712881947,0.00130039011703511,769,NA,NA,0.887766634686987,NA
GlymaLee.03G037900.1.p,3,5537134,0.756632095146148,0.00130039011703509,769,NA,NA,0.887766634686987,NA
GlymaLee.03G045900.1.p,3,7388482,0.76006559512817,0.365409622886866,769,NA,NA,0.887766634686987,NA
GlymaLee.03G070600.1.p,3,27977340,0.764986705058027,0.0884265279583876,769,NA,NA,0.887766634686987,NA
GlymaLee.01G088400.1.p,1,39098160,0.784143079967493,0.0988296488946684,769,NA,NA,0.887766634686987,NA
GlymaLee.18G076300.1.p,18,8428804,0.784989853286645,0.046814044213264,769,NA,NA,0.887766634686987,NA
UWASoyPan03336,22,248,0.786876427443753,0.17815344603381,769,NA,NA,0.887766634686987,NA
GlymaLee.16G176600.1.p,16,38559905,0.78936954743855,0.00130039011703509,769,NA,NA,0.887766634686987,NA
GlymaLee.16G176700.1.p,16,38562059,0.78936954743855,0.00130039011703509,769,NA,NA,0.887766634686987,NA
GlymaLee.18G075900.1.p,18,8369951,0.795807117362164,0.0104031209362809,769,NA,NA,0.887766634686987,NA
GlymaLee.06G229900.1.p,6,46723582,0.797680582361903,0.00130039011703509,769,NA,NA,0.887766634686987,NA
GlymaLee.06G229300.1.p,6,46582039,0.811813008854863,0.488946684005202,769,NA,NA,0.887766634686987,NA
GlymaLee.06G232600.1.p,6,47173084,0.812184920510945,0.0676202860858257,769,NA,NA,0.887766634686987,NA
UWASoyPan05312,22,248,0.81664300618789,0.093628088426528,769,NA,NA,0.887766634686987,NA
GlymaLee.16G175500.1.p,16,38489349,0.818602848487698,0.143042912873862,769,NA,NA,0.887766634686987,NA
GlymaLee.03G045500.1.p,3,7060057,0.820879839227382,0.422626788036411,769,NA,NA,0.887766634686987,NA
GlymaLee.15G198600.1.p,15,46360913,0.827483699248943,0.204161248374512,769,NA,NA,0.887766634686987,NA
UWASoyPan00202,22,273,0.837438505725918,0.370611183355006,769,NA,NA,0.887766634686987,NA
GlymaLee.13G160200.1.p,13,31003814,0.847258656305908,0.00650195058517555,769,NA,NA,0.887766634686987,NA
UWASoyPan01330,22,494,0.853125939449969,0.260078023407022,769,NA,NA,0.887766634686987,NA
UWASoyPan00043,22,467,0.856868978901523,0.0572171651495449,769,NA,NA,0.887766634686987,NA
GlymaLee.01G010200.1.p,1,1052502,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.01G010400.1.p,1,1063378,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.01G011700.1.p,1,1194202,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.01G012500.1.p,1,1261953,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.01G030300.1.p,1,3459549,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.01G030700.1.p,1,3514880,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.01G031000.1.p,1,3587211,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.01G032700.1.p,1,3777483,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.01G033000.1.p,1,3832299,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.01G036000.1.p,1,4285304,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.01G042800.1.p,1,5563614,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.01G056700.1.p,1,10323026,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.01G088500.1.p,1,39116433,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.01G097800.1.p,1,44981654,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.01G097900.1.p,1,45063558,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.01G099000.1.p,1,45274788,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.01G099900.1.p,1,45633579,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.01G115200.1.p,1,50317610,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.01G136600.1.p,1,52655530,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.01G148500.1.p,1,53688369,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.01G148600.1.p,1,53694110,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.01G182700.1.p,1,56841248,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.02G021300.1.p,2,2167966,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.02G021400.1.p,2,2172118,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.02G021500.1.p,2,2174370,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.02G021600.1.p,2,2177214,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.02G023600.1.p,2,2377776,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.02G027300.1.p,2,2796431,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.02G027800.1.p,2,2848946,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.02G029800.1.p,2,3075893,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.02G029900.1.p,2,3079291,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.02G038400.1.p,2,3985481,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.02G100000.1.p,2,11284149,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.02G158100.1.p,2,35635189,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.02G187800.1.p,2,44845498,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.02G242900.1.p,2,50472624,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.02G243000.1.p,2,50483302,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.02G248800.1.p,2,50924912,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.02G248900.1.p,2,50927774,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G031000.1.p,3,4154508,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G032400.1.p,3,4435347,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G032600.1.p,3,4462063,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G032800.1.p,3,4486697,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G032900.1.p,3,4505695,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G033000.1.p,3,4558277,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G034100.1.p,3,4810603,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G034300.1.p,3,4840460,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G037200.1.p,3,5451110,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G037400.1.p,3,5465533,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G037600.1.p,3,5480531,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G037800.1.p,3,5503441,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G038100.1.p,3,5563744,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G038300.1.p,3,5588253,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G038800.1.p,3,5637678,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G039000.1.p,3,5651400,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G039200.1.p,3,5665320,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G039400.1.p,3,5680735,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G039500.1.p,3,5733082,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G039700.1.p,3,5751918,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G040100.1.p,3,5804238,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G040900.1.p,3,5971326,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G041400.1.p,3,6062129,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G041800.1.p,3,6104573,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G042400.1.p,3,6211283,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G042500.1.p,3,6226108,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G042700.1.p,3,6250576,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G045200.1.p,3,6929561,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G061600.1.p,3,20107010,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G061700.1.p,3,20185367,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G063600.1.p,3,20705374,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G070200.1.p,3,27843327,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G070300.1.p,3,27850455,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.03G106900.1.p,3,37417116,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.04G100300.1.p,4,12354255,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.04G106500.1.p,4,16155413,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.04G114600.1.p,4,20940413,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.04G180300.1.p,4,50366582,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.05G006600.1.p,5,674490,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.05G044700.1.p,5,4317947,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.05G074800.1.p,5,17112562,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.05G075000.1.p,5,17417131,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.05G075100.1.p,5,17431118,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.05G141100.1.p,5,36828213,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.05G141200.1.p,5,36849428,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.05G180500.1.p,5,40385723,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G065700.1.p,6,5804395,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G134700.1.p,6,12243059,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G154900.1.p,6,14310847,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G210500.1.p,6,39789762,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G215900.1.p,6,42620765,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G221200.1.p,6,44269195,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G222300.1.p,6,44764891,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G222400.1.p,6,44772415,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G222600.1.p,6,44799304,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G224900.1.p,6,45656875,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G225200.1.p,6,45687123,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G225500.1.p,6,45787117,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G225900.1.p,6,45819631,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G226600.1.p,6,46071900,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G226700.1.p,6,46115672,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G226900.1.p,6,46185376,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G227000.1.p,6,46209758,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G228700.1.p,6,46517229,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G228800.1.p,6,46527925,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G229600.1.p,6,46698045,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G231000.1.p,6,46871644,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G231200.1.p,6,46893441,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G232700.1.p,6,47180056,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G233100.1.p,6,47355671,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G245700.1.p,6,48987563,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G266800.1.p,6,51426995,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G267800.1.p,6,51542518,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G268000.1.p,6,51560746,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G271900.1.p,6,52031371,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G274000.1.p,6,52237703,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.06G276900.1.p,6,52511407,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.07G007100.1.p,7,590004,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.07G034100.1.p,7,3091885,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.07G058000.1.p,7,5651677,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.07G058200.1.p,7,5681620,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.07G058700.1.p,7,5732405,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.07G059300.1.p,7,5796034,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.07G059600.1.p,7,5875743,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.07G060500.1.p,7,6058981,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.07G060700.1.p,7,6105953,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.07G060900.1.p,7,6147155,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.07G062700.1.p,7,6366682,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.07G071900.1.p,7,7359820,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.07G072200.1.p,7,7399371,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.07G109600.1.p,7,14869276,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.07G162300.1.p,7,37687600,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.07G165000.1.p,7,37986467,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.08G007100.1.p,8,619445,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.08G015100.1.p,8,1298034,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.08G109900.1.p,8,9311239,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.08G110100.1.p,8,9320987,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.08G114200.1.p,8,9615537,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.08G114400.1.p,8,9633143,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.08G148400.1.p,8,12617345,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.08G179300.1.p,8,15834035,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.08G237000.1.p,8,23933642,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.08G263100.1.p,8,42205298,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.08G264200.1.p,8,42343082,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.08G264300.1.p,8,42346170,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.08G264400.1.p,8,42368363,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.08G269300.1.p,8,43260476,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.08G269900.1.p,8,43317052,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.08G271300.1.p,8,43497064,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
GlymaLee.08G273100.1.p,8,43693331,0.865846470867555,0,769,NA,NA,0.887766634686987,NA
